name	address	postcode	tel	website	latitude	longitude
San Francisco Soup Company	451 6th St	94103	(415) 869-1585	http://www.sfsoupco.com	37.776519	-122.402745
San 21 Restaurant	1334 Castro St	94114	(415) 826-2611		37.750929	-122.434139
San Francisco Design Center	2 Henry Adams St	94103	(415) 490-5800	http://www.sfdesigncenter.com	37.769419	-122.404077
Silver Cloud Restaurant	1994 Lombard St	94123	(415) 922-1977	http://www.silvercloudssf.com	37.800172	-122.434286
San Francisco Meats and Delicatessen	1330 Ocean Ave	94112	(415) 859-9900	http://www.sfmeats.com	37.724246	-122.457129
Smokin' Warehouse Barbecue	1465 Carroll Ave	94124	(415) 648-8881	http://smokinwarehouse.blogspot.com	37.723369	-122.390895
Shanghai Kelly's	2064 Polk St	94109	(415) 771-3300	http://www.shanghaikellys.com	37.795865	-122.421721
Sage Cafe	340 Grove St	94102	(415) 252-9887		37.777988	-122.422223
Sausalito Espresso	655 Montgomery St	94111	(415) 391-3045	http://www.celebrity-catering.com	37.79538	-122.403335
Seoul Patch	1469 18th St	94107	(415) 282-9666	http://seoulpatchsf.tumblr.com	37.762469	-122.397346
Singapore Malaysian Restaurant	836 Clement St	94118	(415) 750-9518		37.782872	-122.468237
Smoke BBQ	376 Castro St	94114	(415) 312-1637	http://www.smokebbqsf.com	37.756144	-122.432568
Saeed Talai	511 Irving St	94122	(415) 759-8014		37.764092	-122.463405
Silver Platter Delicatessen	2501 Van Ness Ave	94109	(415) 775-2663		37.798617	-122.424233
Shangri La Chinese Vegetarian Restaurant	2026 Irving St	94122	(415) 731-2548	http://shangri-la.wp.net	37.763557	-122.479755
Shabu Pub	3809 Geary Blvd	94118	(415) 668-9688	http://www.shabupub.com	37.781046	-122.460271
Slider's Diner	449 Castro St	94114	(415) 431-3288		37.761721	-122.434888
Slim's	333 11th St	94103	(415) 255-0333	http://www.slims-sf.com	37.77148	-122.413288
San Francisco Soup Company	201 Mission St	94105	(415) 278-9878	http://www.sfsoupco.com	37.791363	-122.39483
Sift Cupcake and Dessert Bar	2411 California St	94115	(415) 580-3030	http://www.siftcupcakes.com	37.788851	-122.434073
San Francisco Deli and Liquor	810 Mission St	94103	(415) 512-0973		37.78439	-122.40519
Serrano's Pizza and Pasta	3274 21st St	94110	(415) 695-1615	http://www.serranospizza.com	37.757016	-122.420622
Sanppo Restaurant	1702 Post St	94115	(415) 346-3486	http://www.sanppo.com	37.785637	-122.429953
Saint Frank Coffee	2340 Polk St	94109	(415) 775-1619	http://www.saintfrankcoffee.com	37.798462	-122.422119
Samila Thai Restaurant	5336 Geary Blvd	94121	(415) 752-4310	http://samilathai.com	37.780546	-122.476695
SF Wraps	255 Kearny St	94108	(415) 956-3070	http://sfwraps-hub.com	37.790594	-122.40407
Saka House	1115 Clement St	94118	(415) 668-8666		37.782554	-122.471214
Sea Star Club	2289 3rd St	94107	(415) 552-9144	https://www.facebook.com/TheSeaStarSF	37.760704	-122.388458
SF Grill Castro	2301 Market St	94114	(415) 552-5509	http://www.sfgrillcastro.com	37.763739	-122.433363
Sf Shanghai Bistro	2029 Market St	94114			37.768355	-122.427568
Saigon Deli Express	50 Drumm St	94111	(415) 362-1120		37.794256	-122.396253
Siam Thai Restaurant	55 Cyril Magnin St	94102	(415) 362-7456	http://www.parc55hotel.com/experience/restaurants	37.784898	-122.408891
SF Oceanic	101 Utah St	94103	(415) 255-1245	http://www.sfoceanic.com	37.767866	-122.406418
Siam Square House of Tai Food and Noodle	2414 Lombard St	94123	(415) 775-3963	http://www.tomyumthaicuisine.com	37.799236	-122.441265
Seniore's Pizza	2415 19th Ave	94116	(415) 661-2222	http://www.seniorespizza.com	37.742691	-122.475689
Sf Pizza Kitchen	1348 Polk St	94109	(415) 354-5778		37.789279	-122.420417
SF Chefs	Union Sq	94108	(415) 238-9453	http://www.sfchefsfoodwine.com	37.787902	-122.407463
Sandwich Heaven	503 33rd Ave	94121	(415) 668-9688		37.7795	-122.49343
Sea Lion Cafe	Pier 39	94133	(415) 434-2260	http://www.pier39restaurants.com/bay_view.htm	37.808646	-122.409931
Salt House	545 Mission St	94105	(415) 543-8900	http://www.salthousesf.com	37.788925	-122.398346
San Bruno Cafe	2546 San Bruno Ave	94134	(415) 468-8008		37.729508	-122.404518
Sho Japanese Sousaku Cuisine	2733 Lombard St	94123	(415) 738-4768	http://www.shosf.com	37.798404	-122.446363
San Marcos Bakery	4526 3rd St	94124	(415) 821-1041		37.736838	-122.390297
Sapporo-Ya Japanese Restaurant	1581 Webster St	94115	(415) 563-7400		37.785196	-122.431583
Silks At Mandarin Oriental Hotel	222 Sansome St	94104	(415) 986-2020	http://www.mandarinoriental.com	37.792376	-122.400993
Slide Lounge	430 Mason St	94102	(415) 421-1916	http://www.slidesf.com	37.78753	-122.409843
Seacliff Liquor and Deli	2147 Clement St	94121	(415) 387-6210		37.782127	-122.482582
SakeSan	626 Clement St	94118	(415) 876-6313	http://www.sakesansf.com	37.783007	-122.466038
Slsl	3251 20th Ave	94132	(415) 661-9017		37.728501	-122.475571
San Miguel	3263 Mission St	94110	(415) 641-5866	http://www.forored.com/sanmiguel	37.744752	-122.420452
San Francisco Buffalo Wings	661 Valencia St	94110	(415) 701-7494	http://sfbuffalowings.com	37.762339	-122.421496
Sawaii Sushi	1819 Market St	94103	(415) 861-2673		37.771558	-122.423586
Seal Rock Inn Restaurant	545 Point Lobos Ave	94121	(415) 386-6518	http://www.sealrockinn.com	37.779834	-122.508931
Skylark	3089 16th St	94103	(415) 621-9294	http://www.skylarkbar.com	37.764862	-122.421583
Sea View Restaurant	1234 Great Hwy	94122	(415) 731-6648		37.763364	-122.509677
Seoul on Wheels	499 Spear St	94105	(415) 336-0387	http://www.seoulonwheels.com/Seoul/yum.html	37.788516	-122.388924
Sbarro	3521 20th St	94110	(800) 456-4837	http://www.sbarro.com/contact.php	37.758566	-122.419615
Sf Seafood Restaurant	141 The Embarcadero	94105	(415) 781-2555		37.794748	-122.391896
Sal's Pizzeria	39 Pier	94133	(415) 398-1198	http://www.salslittleitaly.com	37.80914	-122.410054
Serpentine	2495 3rd St	94107	(415) 252-2000	http://www.serpentinesf.com	37.757743	-122.388197
SHAMA coffee shop	2310 Mission St	94110	(415) 695-0560		37.762701	-122.41949
Shifuku Tea and Arts	1737 Post St	94115	(415) 922-5505		37.785393	-122.430424
Sarku Japan	865 Market St	94103	(415) 777-8686	http://www.sarkujapan.com	37.78394	-122.407668
Schubert's Bakery	521 Clement St	94118	(415) 752-1580	http://www.schuberts-bakery.com	37.782857	-122.464841
Smitten Ice Cream	432 Octavia St	94102	(415) 863-1518	http://www.smittenicecream.com	37.776256	-122.424198
Secret Garden Tea House	721 Lincoln Way	94122	(415) 566-8834	http://www.secretgardenteahouse.com	37.765843	-122.465826
Sakana Bune	5701 Geary Blvd	94121	(415) 387-8561	http://www.sakanabune.com	37.780172	-122.480541
Santorini	242 Ofarrell St	94102	(415) 402-0060	http://www.santorinisf.com	37.786361	-122.408807
Shun Lee Co.	1401 Armstrong Ave	94124	(415) 822-5346		37.724081	-122.388728
Schilling	270 Columbus Ave	94133	(415) 677-9043		37.778517	-122.418423
Savory Crust	200 Pine St	94104			37.792039	-122.399676
Scone Works	814 Eddy St	94109	(415) 922-0635		37.782992	-122.421175
Sajen	2948 Folsom St	94110	(415) 264-1835	http://www.sajenjamu.com	37.750181	-122.414003
San Francisco Pizza Delivery	1550 California St	94109	(415) 762-0770	http://san-francisco.eat24hours.com/pizza	37.790807	-122.420189
Silver Cafe	4300 Mission St	94112	(415) 586-3237	http://www.silver-cafe.com	37.728741	-122.431456
Sheffields Food Service	205 Jackson St	94111	(415) 989-7687		37.79691	-122.39957
Sake House	4314 California St	94118	(415) 668-8666		37.785118	-122.46372
Sauce	131 Gough St	94102	(415) 252-1369	http://www.saucesf.com	37.77466	-122.42265
Scorpios's	4370 Mission St	94112	(415) 239-2468		37.727249	-122.432956
San Francisco Soup Company	301 Howard St	94105	(415) 512-7687	http://www.sfsoupco.com	37.789764	-122.394317
Sandbox Bakery	833 Cortland Ave	94110	(415) 642-8580	http://www.sandboxbakerysf.com	37.738996	-122.414228
San Francisco Soup Company	17 Powell St	94102	(415) 956-9033	http://www.sfsoupco.com	37.784833	-122.407667
Setch Restaurant Corporation	548 43rd Ave	94121	(415) 613-2908		37.778251	-122.50383
Sbarro	3251 20th Ave	94132	(415) 242-1746	http://www.sbarro.com	37.72866	-122.476522
Sam's Diner	1220 Market St	94102	(415) 626-8590	http://www.samsdinersf.com	37.778424	-122.415254
Schilling and Co.	1661 Tennessee St	94107	(415) 401-7004	http://www.schillingandco.com	37.7507	-122.38851
Smashburger	2300 16th St	94103	(415) 890-2410	http://smashburger.com	37.765926	-122.407985
Salumeria	1550 Bryant St	94103	(415) 471-2990	http://www.salumeriasf.com	37.767729	-122.410914
Samovar Tea Lounge	498 Sanchez St	94114	(415) 626-4700	http://www.samovarlife.com	37.761221	-122.430688
Shanghai House	3641 Balboa St	94121	(415) 831-9288		37.775583	-122.497963
Salumeria	3000 20th St	94110	(415) 471-2998	http://www.salumeriasf.com	37.759214	-122.410981
Seoul Garden	1655 Post St	94115	(415) 563-7664	http://www.seoulgardenbbq.com	37.785588	-122.428927
Silverstone Coffee	3278 24th St	94110	(415) 285-1512		37.752416	-122.418001
Sabella and La Torre	2809 Taylor St	94133	(415) 673-2824	http://www.sabellalatorre.com	37.808443	-122.415925
Seasons	747 Market St	94103	(415) 633-3838	http://www.fourseasons.com/sanfrancisco	37.786537	-122.404558
Schoggi Imported Swiss Chocolates	87 Yerba Buena Ln	94103	(415) 243-4444	http://www.schoggi.us	37.785528	-122.404065
Slow Club	2501 Mariposa St	94110	(415) 241-9390	http://www.slowclub.com	37.763085	-122.408333
SC Asian	170 Ofarrell St	94102	(415) 296-8888	http://www.scasian.com	37.78749	-122.407516
Silks at Mandarin Oriental	222 Sansome St	94104	(415) 986-2020	http://www.mandarinoriental.com/sanfrancisco/fine-dining	37.792229	-122.400895
Sing Sing Sandwich Shop	309 Hyde St	94109	(415) 885-5159		37.783758	-122.41602
Saha Arabic Fusion	1075 Sutter St	94109	(415) 345-9547	http://www.sahasf.com	37.787898	-122.418054
Silks	222 Sansome St	94104	(415) 986-2020	http://www.mandarinoriental.com	37.792442	-122.400862
Seesaw	600 Octavia St	94102	(415) 553-8070	http://seesawsf.com	37.777828	-122.424803
Siberia	314 11th St	94103	(415) 552-2100	http://www.liquidsf.com	37.771587	-122.413845
Sauer's Guest House	10 Judah St	94122	(415) 661-3453		37.76247	-122.462045
Sidewalk Juice	3287 21st St	94110	(415) 932-6221	http://www.sidewalkjuice.com	37.756895	-122.420761
Sea Biscuit Cafe	3815 Noriega St	94122	(415) 661-3784	http://www.myspace.com/seabiscuitcafe	37.752874	-122.504701
Scala	414 Jessie St	94103	(415) 546-4134	http://www.chezpaparesto.com	37.782949	-122.407625
Sisters Of Perpetual Indulgence	564 Castro St	94114	(415) 820-1697	http://www.thesisters.org	37.759737	-122.43508
Sabores Del Sur	100 Alemany Blvd	94110	(510) 406-4980	http://www.saborsur.com	37.737123	-122.408828
Sinbad's Pier 2 Restaurant	2 Embarcadero Ctr	94111	(415) 781-2555	http://www.sinbadsrestaurant.com	37.794617	-122.392206
Sidekick Cafe and Milk Bar	1 Ferry Building	94111	(415) 392-4000	http://www.cowgirlcreamery.com/sidekick-cafe-milk-bar	37.79523	-122.39382
Simone Market	708 Polk St	94109	(415) 563-4151		37.783372	-122.419168
San Francisco Botanical Garden at Strybing Arboretum	Lincoln Way	94122	(415) 661-1316	http://www.sfbotanicalgarden.org	37.76593	-122.466439
Seasons Cafe	600 Townsend St	94103	(415) 436-9090	http://www.seasonscafe.com	37.77167	-122.402254
Sky Angel	1728 Buchanan St	94115	(415) 922-0321		37.78584	-122.42981
Scream Sorbet	1 Ferry Building	94111	(888) 932-5572		37.795157	-122.393446
San Francisco Fried Chicken Co.	362 Columbus Ave	94133	(415) 989-5443		37.79851	-122.40749
Smothered	428 11th St	94103	(408) 960-4124	http://smotheredinsauce.com	37.769798	-122.412043
Shandong Deluxe	1042 Taraval St	94116	(415) 592-8801		37.743071	-122.477531
Sams Barbecue	50 Post St	94104	(415) 377-8048	http://www.samsbbq.com	37.789031	-122.402733
San Francisco Soup Co.	315 California St	94104	(415) 989-7687	http://www.sfsoupco.com	37.793134	-122.400258
San Francisco Soup Company	50 Post St	94104	(415) 397-7687	http://www.sfsoupco.com	37.789123	-122.40284
Sakura	936 Irving St	94122	(415) 665-5064	http://www.sakurasf.com	37.763991	-122.468166
San Galasco	28 S Van Ness Ave	94103	(415) 648-8383		37.774125	-122.419048
Show Dogs	1020 Market St	94102	(415) 558-9560	http://www.showdogssf.com	37.782035	-122.410731
Shalimar Garden	417 Ofarrell St	94102	(415) 447-4041		37.785998	-122.411763
Sakana	639 Post St	94109	(415) 775-7644	http://www.sfsakana.com	37.787767	-122.412026
Sidebar Wine Tavern and Restaurant	112 7th St	94103	(415) 626-8381	http://www.sidebarsf.com	37.778991	-122.410771
Sakura Sushi	2450 Clement St	94121	(415) 386-8008	http://www.sakurasushisf.com	37.78207	-122.485664
Sheng Kee Bakery	816 Irving St	94122	(415) 242-9200	http://www.shengkee.com	37.764087	-122.466674
Shabu House	2608 Ocean Ave	94132	(415) 586-8800	http://www.myshabuhouse.com	37.731882	-122.473376
Shannon's Sports Bar and Grill	1609 Powell St	94133	(415) 982-8898	http://www.boardroomsf.com	37.799443	-122.410837
Shabusen Restaurant	1726 Buchanan St	94115	(415) 440-0466	http://www.menutopia.com/GetMenu.m?vendorId=9268	37.786016	-122.429826
Sheffields Food Service	1 Market Plz	94105	(415) 348-9030		37.794473	-122.394864
Showplace Caffè	715 Brannan St	94103	(415) 932-6370	http://www.showplacecaffe.com	37.774428	-122.40141
Saigon Cuisine Restaurant	642 Eddy St	94109	(415) 885-3361		37.783318	-122.418347
San Vicente Restaurant	4769 Mission St	94112	(415) 587-8599		37.722042	-122.436746
Seoul on Wheels	720 California St	94108	(415) 336-0837	http://www.seoulonwheels.com	37.792401	-122.406493
Shabu House	354 Clement St	94118	(415) 742-4689	http://www.myshabuhouse.com	37.783124	-122.463282
Saigon Grill	2731 Taylor St	94133	(415) 673-3345	http://www.sfsaigongrill.com	37.807592	-122.415821
Samco Food Service	630 Sansome St	94111	(415) 397-7924		37.796083	-122.40166
Shorty Goldstein's	126 Sutter St	94104	(415) 986-2676	http://www.shortygoldsteins.com	37.790011	-122.402706
Shima Sushi	601 Van Ness Ave	94102	(415) 292-9997	http://www.shimasushisf.com	37.781269	-122.420877
Shanghai Noodles	1374 46th Ave	94122	(415) 664-9602		37.760921	-122.505738
Sawaii Sushi	226 Kearny St	94108	(415) 362-8558	http://www.gogosushi.com	37.790151	-122.403868
Sheboygan Bratwurst Stands	24 Willie Mays Plz	94107	(888) 966-6966	http://sanfrancisco.giants.mlb.com/sf/ballpark/index.jsp	37.778588	-122.390821
Sheng Kee Bakery	1941 Irving St	94122	(415) 564-4800	http://www.shengkee.com	37.763364	-122.478912
Seven Hills	1550 Hyde St	94109	(415) 775-1550	http://www.sevenhillssf.com	37.795224	-122.41811
Sears Fine Foods Restaurant	439 Powell St	94102	(415) 986-0700	http://www.searsfinefood.com	37.788784	-122.408588
San Francisco Soup Co.	845 Market St	94103	(415) 512-0472	http://www.sfsoupco.com	37.784337	-122.406629
Slow Club	2495 3rd St	94107	(415) 252-5008		37.75742	-122.387952
Silver Restaurant	737 Washington St	94108	(415) 434-4998		37.795148	-122.406146
Sebo	517 Hayes St	94102	(415) 864-2181	http://www.sebosf.com	37.776596	-122.424961
Saiwalks	3348 Steiner St	94123	(415) 549-7932	http://www.saiwalks.com	37.800378	-122.437608
San Francisco Soup Company O50	50 Fremont St	94105	(415) 904-7660	http://www.sfsoupco.com	37.790912	-122.397477
Shabu Bar	219 King St	94107	(415) 638-9000	http://shabubarsf.weebly.com	37.777355	-122.392365
Simple Pleasures Cafe	3434 Balboa St	94121	(415) 387-4022	http://simplepleasures.com	37.775844	-122.495705
Sextant Coffee	1415 Folsom St	94103	(415) 355-1415		37.772413	-122.412881
Saffron Grill	1279 Fulton St	94117	(415) 567-5100	http://www.saffrongrillsf.com	37.776826	-122.437791
Shalimar	1409 Polk St	94109	(415) 776-4642	http://www.shalimarsf.com	37.789788	-122.420662
Schmidt's	2400 Folsom St	94110	(415) 401-0200	http://schmidts-sf.com	37.758823	-122.414776
Saigon Sandwiches	560 Larkin St	94102	(415) 474-5698	http://www.saigonsandwiches.com	37.783012	-122.417542
Sightglass Coffee	270 7th St	94103	(415) 861-1313	http://sightglasscoffee.com	37.777042	-122.408463
Siam Kitchen	668 Sacramento St	94111	(415) 391-8988	http://www.siamkitchensf.com	37.793709	-122.403986
San Francisco Athletic Club	1750 Divisadero St	94115	(415) 923-8989	http://www.thesfac.com	37.785974	-122.439697
Skool	1725 Alameda St	94103	(415) 255-8800	http://www.skoolsf.com	37.768679	-122.402209
Saison	178 Townsend St	94107	(415) 828-7990	http://www.saisonsf.com	37.779494	-122.392212
Shotwell's	3349 20th St	94110	(415) 648-4104	http://www.shotwellsbar.com	37.7588	-122.415797
Sightglass Coffee	3014 20th St	94110	(301) 420-8478	https://sightglasscoffee.com	37.759122	-122.411312
Shanghai	2029 Market St	94114	(415) 701-8866	http://www.shanghai-rest.com	37.768476	-122.427685
Saison	2124 Folsom St	94110	(415) 828-7990	http://www.saisonsf.com	37.763241	-122.415285
Savanna Jazz	2937 Mission St	94110	(415) 285-3369	http://www.savannajazz.com	37.750048	-122.418201
Soup Freaks	90 New Montgomery St	94105	(415) 369-9600	http://www.soupfreaks.com	37.78728	-122.400918
Starbucks	680 Beach St	94109	(415) 409-0840	http://www.starbucks.com	37.806802	-122.420327
Sweet Max's	1 California St	94111	(415) 781-6297	http://www.maxsworld.com	37.793536	-122.396393
Subway	5650 Geary Blvd	94121	(415) 386-8223	http://www.subway.com	37.780429	-122.480026
Sushirrito	475 Sansome St	94111	(415) 393-9905	http://www.sushirrito.com	37.794602	-122.401611
Squat and Gobble Cafe	3600 16th St	94114	(415) 552-2125	http://www.squatandgobble.com	37.764253	-122.433269
Starbucks In Macys	251 Geary St	94102	(251) 432-7978		37.787675	-122.407474
Squat and Gobble Cafe	1428 Haight St	94117	(415) 864-8484	http://www.squatandgobble.com	37.770214	-122.445897
Sydney Town Tavern	531 Commercial St	94111	(415) 433-1949	http://sydneytownsf.com	37.794237	-122.401905
Starbucks Coffee	226 Kearny St	94108	(415) 391-3025	http://www.starbucks.com	37.790272	-122.403855
Sushi Boom	1520 Fillmore St	94115	(415) 447-8992	http://www.sushiboomsf.com	37.783647	-122.432625
SW Coffee Station	31 Taraval St	94116	(415) 753-6000		37.74364	-122.464745
Subway	1243 Noriega St	94122	(415) 661-1228	http://www.subway.com	37.754143	-122.477171
Sugar Bowl Bakery	2238 Geary Blvd	94115	(415) 931-8880	http://www.sugarbowlbakery.com	37.783306	-122.440312
Suika	3378 18th St	94110	(415) 967-2636	http://www.suikasuikasuika.com	37.761907	-122.418823
Stonegate China	2190 Palou Ave	94124	(415) 285-1331		37.740043	-122.401081
Squat and Gobble Cafe	237 Fillmore St	94117	(415) 487-0551	http://squatandgobble.com	37.771772	-122.430402
Starbucks	36 2nd St	94105	(415) 227-1665	http://www.starbucks.com	37.788611	-122.400896
Starbucks	1335 Webster St	94115	(415) 921-4557	http://www.starbucks.com	37.783031	-122.431557
Sweet Aroma	1779 Lombard St	94123	(415) 563-1927	http://www.sweetaromarestaurant.com	37.800346	-122.430653
Steff's Sports Bar	141 2nd St	94105	(415) 777-1844	http://steffssportsbar.bzlnk.com	37.787585	-122.399051
Subway	5 Embarcadero Ctr	94111	(415) 986-4622	http://www.subway.com	37.794418	-122.395875
Spazio Soma Cafe	215 Fremont St	94105	(415) 882-0901		37.789085	-122.39452
Starbucks	359 Grant Ave	94108	(415) 392-2365	http://www.starbucks.com	37.790239	-122.405635
Spada	1250 Columbus Ave	94133	(415) 775-7555		37.805629	-122.417817
Sugar Cafe	679 Sutter St	94102	(415) 441-5678	http://www.sugarcafesf.com	37.788833	-122.411504
Starbucks	490 Brannan St	94107	(415) 974-5926	http://www.starbucks.com	37.778677	-122.396453
Subway	25 Van Ness Ave	94102	(650) 821-1043	http://www.subway.com	37.775685	-122.419414
Soluna Cafe and Lounge	272 McAllister St	94102	(415) 621-2200	http://www.solunasf.com	37.780678	-122.416499
Swiss Louis Restaurant	39 Pier	94133	(415) 421-2913	http://www.swisslouis.com	37.810157	-122.410554
Sunrise Middle Eastern Deli	493 Pine St	94104	(415) 362-2800	http://sunrisedeli.net	37.791821	-122.404025
South Park Cafe	108 S Park St	94107	(415) 495-7275	http://www.southparkcafesf.com	37.781549	-122.394326
Stray Bar	309 Cortland Ave	94110	(415) 821-9263	http://www.straybarsf.com	37.739305	-122.418236
Source	11 Division St	94103	(415) 864-9000	http://www.source-sf.com	37.76976	-122.40236
Summer Place Cocktail Lounge	801 Bush St	94108	(415) 441-2252		37.789855	-122.410582
Stella Pastry and Cafe	446 Columbus Ave	94133	(415) 986-2914	http://www.stellapastry.com	37.799151	-122.408381
Starbucks	170 Ofarrell St	94102	(415) 296-4328	http://www.starbucks.com	37.786817	-122.407788
Starbucks	2801 Jones St	94133	(415) 776-7907	http://www.starbucks.com	37.807423	-122.417133
Steep Brew	450 Rhode Island St	94107	(415) 552-1155	http://www.wholefoodsmarket.com/service/steep-brew	37.764681	-122.402742
Suite One8one	181 Eddy St	94102	(415) 345-9900	http://www.suite181.com	37.784086	-122.41053
Subway	187 6th Ave	94118	(415) 882-1556	http://subway.com	37.785296	-122.464659
Subway	3911 Alemany Blvd	94132	(650) 757-6100	http://www.subway.com	37.711083	-122.467244
Sputino Di Ottimista	1957 Union St	94123	(415) 931-6410	http://www.spuntinosf.com	37.797498	-122.431496
Sour Flour	2937 24th St	94110	(415) 509-3380	http://www.sourflour.org	37.75262	-122.410995
Soul Groove	2199 Mission St	94110	(347) 720-0204	http://www.chickenandwafflesandwich.com	37.76197	-122.419186
Sushi Kinta	101 California St	94111	(415) 434-3116		37.793348	-122.397755
Sunrise Deli	54 2nd St	94105	(415) 495-9999	http://www.sunrisedeli.net	37.788561	-122.400544
Steins	731 Clement St	94118	(415) 221-3888		37.782746	-122.467158
Squat and Gobble Cafe	855 Harrison St	94107	(415) 864-8484	http://squatandgobble.com	37.779822	-122.400586
Sweet Passion Bakery	3020 Taraval St	94116	(415) 661-0928	http://sweetpassionsbakery.com	37.742089	-122.498733
Som	2925 16th St	94103	(415) 558-8521	http://www.som-bar.com	37.765027	-122.418065
Sotano Grill	550 Powell St	94108	(415) 989-7131	http://www.nobhilldining.com/ElSotano/Home.htm	37.789893	-122.408661
Stroganoff Restaurant	418 Beach St	94133	(415) 922-6663	http://www.stroganoffrestaurant.com	37.807401	-122.416005
Starbucks	398 Market St	94111	(415) 788-5856	http://www.starbucks.com	37.791889	-122.398177
Stacks	501 Hayes St	94102	(415) 241-9011	http://www.stacksrestaurant.com	37.776567	-122.424681
Split Pea Seduction	138 6th St	94103	(415) 551-2223	http://www.splitpeaseduction.com	37.780386	-122.408097
Stone Korean Kitchen	100 Drumm St	94111	(415) 839-4070		37.794678	-122.396519
Sushi Tree	333 Market St	94105	(415) 546-5111		37.79185	-122.397932
Subway	3801 3rd St	94124	(415) 824-4721	http://www.subway.com	37.741601	-122.38761
Starbucks	499 Bay St	94133	(415) 409-1847	http://www.starbucks.com	37.80532	-122.415049
Sunrise Deli and Cafe	2115 Irving St	94122	(415) 664-8210	http://www.sunrisedeli.net	37.763355	-122.480586
Stockton Seafood Center	900 Stockton St	94108	(415) 986-1888		37.794214	-122.407883
Subway	500 Gene Friend Way	94158	(415) 865-0423	http://www.subway.com	37.768949	-122.390083
Starbucks	5455 Geary Blvd	94121	(415) 386-8813	http://www.starbucks.com	37.7802	-122.478048
Starbucks	264 Kearny St	94108	(415) 788-1363	http://www.starbucks.com	37.790641	-122.403892
Starbucks	27 Drumm St	94111	(415) 392-3825	http://www.starbucks.com	37.794067	-122.396679
Specialty Brewing Restaurants	314 Sutter St	94108	(415) 693-9136		37.789833	-122.405863
Suzu Japanese Restaurant	1581 Webster St	94115	(415) 346-5083		37.785101	-122.431577
Sun Stream Coffee	2884 Geary Blvd	94118	(415) 567-5330	http://www.sunstreamcoffee.com	37.782213	-122.449809
Souffle Cafe	1401 Powell St	94133	(415) 399-1687	http://soufflecafe.weebly.com	37.797489	-122.410363
Sweet Maple	3499 16th St	94114	(415) 525-4389		37.764228	-122.430733
Stanza Coffee	3126 16th St	94103	(415) 926-5024	https://www.facebook.com/stanzasf	37.765045	-122.422596
Subway	197 6th St	94103	(415) 241-9022	http://www.subway.com	37.77987	-122.40716
Superior Palace Seafood Rest	357 25th Ave	94121	(415) 387-1289		37.782846	-122.485059
Sorrento Catering	314 Columbus Ave	94133	(415) 377-8048	http://www.sorrentocatering.com	37.798193	-122.406925
Sugar Lounge	377 Hayes St	94102	(415) 255-7144	http://www.sugarloungesf.com	37.776822	-122.422499
Sofa	139 8th St	94103	(415) 558-8004	http://www.sofasf.com	37.777061	-122.412613
Specialty's Cafe and Bakery	101 New Montgomery St	94105	(925) 299-2507	http://www.specialtys.com	37.787488	-122.400366
Sun Sang Market	1041 Stockton St	94108	(415) 989-3060		37.795426	-122.408299
Sorabol Korean Restaurant	3251 20th Ave	94132	(415) 753-5959	http://www.sorabolrestaurants.com	37.728384	-122.476226
Sushi Suki	360 W Portal Ave	94127	(415) 242-5667		37.737288	-122.470079
SushiGo and Noodles	750 Font Blvd	94132	(415) 405-2545		37.723021	-122.483435
Sunshine Pizza	1115 Taraval St	94116	(415) 759-1115	http://www.taravalpizzasf.com	37.742866	-122.478086
Sociale	3665 Sacramento St	94118	(415) 921-3200	http://www.caffesociale.com	37.787221	-122.452974
Specs	12 Alder St	94134	(415) 421-4112		37.718699	-122.405246
Socola Chocolatier	470 3rd St	94107	(415) 484-6686	http://www.socolachocolates.com	37.78158	-122.396405
Submarine Center	820 Ulloa St	94127	(415) 564-1455	http://www.submarinecenter.com	37.740788	-122.465363
Subway	1199 Sutter St	94109	(415) 346-6756	http://www.subway.com	37.78771	-122.419729
Starbucks	7 3rd St	94103	(415) 979-9530	http://www.starbucks.com	37.787416	-122.403269
Sun Kwong Restaurant	1400 Jackson St	94109	(415) 673-9478		37.794596	-122.418299
Sushi Day	2365 Chestnut St	94123	(415) 346-9399		37.800003	-122.442278
Starbucks	340 Mission St	94105	(415) 538-0900	http://www.starbucks.com	37.79083	-122.396355
Starbucks	1899 Union St	94123	(415) 921-4049	http://www.starbucks.com	37.797642	-122.430451
Subway	795 Folsom St	94107	(415) 777-3657	http://www.subway.com	37.782198	-122.400752
Starbucks	99 Jackson St	94111	(415) 421-4464	http://www.starbucks.com	37.79744	-122.397394
Stella Doro Pizza	808 Divisadero St	94117	(415) 928-4454	http://stelladoropizza.com	37.77707	-122.43814
Starwok Express	1114 Market St	94102	(415) 252-8888		37.780693	-122.412386
Stanley's Steamers	200 Geary St	94102	(415) 974-3600	http://www.sfcarts.com	37.787587	-122.405092
Subway	17 Castro St	94114	(415) 861-5006		37.76959	-122.43605
Sunflower Restaurant	3111 16th St	94103	(415) 626-5022	http://www.sunflowersf.com	37.7648	-122.422172
Starbucks	780 Market St	94102	(415) 677-4493	http://www.starbucks.com	37.785994	-122.405628
Subway	30 Pacific Ave	94111	(415) 346-9100	http://www.subway.com	37.798171	-122.397646
Subway	1250 Market St	94102	(415) 621-1249	http://www.subway.com	37.778188	-122.415584
Starbucks	2435 California St	94115	(415) 567-3978	http://www.starbucks.com	37.788547	-122.434723
